nickname,lvl,current_hp,max_hp,nature__name,hp_iv,attack_iv,special_attack_iv,speed_iv,defense_iv,special_defense_iv,pokedexId,order,baseStats,isShiny,avgIV,sellPrice,caughtAt,move1,move2,move3,move4
Probopass,10,33,33,Modest,14,27,23,24,26,12,476,476,525,FALSE,21,410,2024-02-27 05:39:30,Heat Crash,Horn Attack,Ancient Power,Mirror Shot
Dusknoir,3,16,16,Timid,29,30,20,23,13,3,477,477,525,FALSE,20,273,2023-11-30 12:41:33,Hex,Venoshock,Shadow Punch,Silver Wind
Froslass,14,46,46,Docile,23,28,13,5,23,23,478,478,480,FALSE,19,527,2023-04-19 18:38:45,Snore,Shadow Ball,Air Cutter,Ice Fang
Rotom,6,23,23,Modest,22,9,31,9,2,9,479,479,440,FALSE,14,225,2024-01-04 13:34:27,Sludge,Spark,Baton Pass,Shadow Claw
Dialga,15,59,59,Naughty,28,17,2,9,24,7,483,483,680,FALSE,15,1400,2023-06-19 02:37:10,Bind,Psychic,Magnet Bomb,Twister
Cresselia,15,63,63,Careful,18,31,0,5,15,11,488,488,600,FALSE,13,1230,2024-02-13 15:36:59,Ominous Wind,Brine,Psychic,Psybeam
Phione,15,50,50,Bashful,8,26,10,20,24,31,489,489,480,FALSE,20,1369,2023-05-01 22:24:54,Aurora Beam,Whirlpool,Psycho Cut,Aqua Jet
Manaphy,16,57,60,Lonely,16,21,4,26,9,15,490,490,600,FALSE,15,1357,2023-04-26 13:08:36,Octazooka,Zen Headbutt,Brine,Steel Wing
Darkrai,4,20,20,Calm,20,26,24,30,30,27,491,491,600,FALSE,26,1240,2023-11-03 14:10:22,Rock Tomb,Metronome,Crunch,Flatter
Snivy,15,39,39,Hardy,6,29,17,11,23,16,495,495,308,FALSE,17,574,2023-02-21 23:49:40,Leaf Tornado,Magical Leaf,Acid Armor,Sludge
Pignite,15,52,52,Bold,0,7,24,24,10,22,499,499,418,FALSE,15,618,2022-12-15 23:47:18,Body Press,Fire Punch,Aurora Beam,Noble Roar
Oshawott,15,41,41,Bold,3,11,23,21,25,30,501,501,308,FALSE,19,604,2024-01-12 13:11:53,Liquidation,Extrasensory,Water Spout,Hypnosis
Dewott,17,55,55,Brave,19,17,29,14,11,17,502,502,413,FALSE,18,711,2022-02-15 14:55:27,Smart Strike,Wring Out,Octazooka,Bubble Beam
Patrat,12,36,36,Careful,30,14,13,27,8,13,504,504,255,FALSE,18,127,2023-01-19 04:03:33,Noble Roar,Heart Stamp,Double Hit,Zen Headbutt
Watchog,10,34,34,Bashful,25,20,8,8,22,8,505,505,420,FALSE,15,237,2023-05-26 22:40:12,Noble Roar,Low Sweep,Pain Split,Fury Attack
Watchog,11,34,34,Mild,3,25,13,10,26,19,505,505,420,FALSE,16,262,2024-02-19 19:23:56,Luster Purge,Hyper Fang,Roar,Horn Attack
Watchog,4,20,20,Sassy,31,19,27,3,15,14,505,505,420,FALSE,18,179,2023-06-22 22:07:21,Baton Pass,Facade,Taunt,Brick Break
Lillipup,14,37,37,Timid,7,19,1,20,15,16,506,506,275,FALSE,13,110,2023-08-13 12:50:35,Slam,Heart Stamp,Growth,Mega Kick
Lillipup,8,26,26,Mild,14,2,29,23,14,15,506,506,275,FALSE,16,103,2023-07-04 05:32:14,Comet Punch,Tri Attack,Parting Shot,Play Nice
Lillipup,15,40,40,Hardy,14,14,16,16,28,9,506,506,275,FALSE,16,142,2022-06-01 19:38:05,Covet,Psycho Cut,Work Up,Sharpen
Lillipup,2,14,14,Relaxed,25,19,17,21,22,18,506,506,275,FALSE,20,65,2023-08-08 01:20:18,Snarl,Pain Split,Spike Cannon,Whirlwind
Herdier,15,46,46,Careful,16,11,23,17,21,17,507,507,370,FALSE,18,295,2023-03-01 19:20:10,Facade,Constrict,Psycho Cut,Quick Attack
Stoutland,13,46,46,Hasty,12,13,8,7,5,29,508,508,500,FALSE,12,262,2023-07-21 01:18:29,Baton Pass,Detect,Fury Swipes,Growth
Stoutland,5,23,23,Bold,7,1,26,15,12,14,508,508,500,FALSE,13,164,2023-06-16 00:52:00,Snarl,Mega Kick,Harden,Crunch
Stoutland,12,44,44,Rash,17,6,4,16,29,6,508,508,500,FALSE,13,265,2024-02-12 17:27:02,Screech,Pain Split,Vacuum Wave,Psycho Cut
Stoutland,2,15,15,Serious,1,30,3,4,21,27,508,508,500,FALSE,14,119,2023-10-19 11:55:02,Roar,Snarl,Amnesia,Strength
Stoutland,10,38,38,Calm,12,9,4,21,22,26,508,508,500,FALSE,16,291,2023-08-10 15:51:24,Sing,Body Press,Pursuit,Flash
Stoutland,8,33,33,Impish,19,21,4,25,2,28,508,508,500,FALSE,17,275,2023-02-09 02:04:14,Howl,Weather Ball,Refresh,Feint Attack
Stoutland,3,18,18,Hardy,16,30,4,24,31,1,508,508,500,FALSE,18,180,2023-08-13 13:05:43,Close Combat,Scary Face,Tri Attack,Slam
Purrloin,10,28,28,Lax,7,16,8,4,14,12,509,509,281,FALSE,10,74,2023-11-05 13:10:02,Fiery Wrath,Play Nice,Thunder Fang,Bite
Purrloin,4,17,17,Rash,16,21,31,12,8,27,509,509,281,FALSE,19,88,2023-11-01 21:41:18,Discharge,Fake Tears,Flatter,Baton Pass
Purrloin,4,18,18,Gentle,24,25,26,11,7,26,509,509,281,FALSE,20,91,2022-06-14 16:48:51,Wild Charge,Foul Play,Flatter,Slash
Liepard,12,39,39,Jolly,20,12,22,12,2,17,510,510,446,FALSE,14,257,2023-02-28 04:35:19,Snarl,Foul Play,Thunder Fang,Sludge
Liepard,14,45,45,Serious,27,30,31,27,7,31,510,510,446,FALSE,26,501,2023-07-03 01:02:08,Ancient Power,Covet,Snarl,Darkest Lariat
Pansage,8,26,26,Hasty,10,11,18,0,7,28,511,511,316,FALSE,12,90,2023-06-12 04:37:16,Acid Armor,Rock Tomb,Grass Knot,Leaf Tornado
Pansage,11,35,35,Adamant,31,5,15,2,24,18,511,511,316,FALSE,16,136,2023-02-07 01:33:57,Sludge,Dizzy Punch,Needle Arm,Magical Leaf
Simisage,9,33,33,Naive,11,7,11,29,18,12,512,512,498,FALSE,15,258,2023-02-13 18:49:37,Bind,Vine Whip,Absorb,Ancient Power
Pansear,13,38,38,Rash,17,14,31,10,7,2,513,513,316,FALSE,14,126,2023-08-09 00:20:13,Flame Wheel,Force Palm,Incinerate,Electroweb
Pansear,6,22,22,Mild,5,9,17,9,13,29,513,513,316,FALSE,14,87,2023-08-08 17:20:12,Will-O-Wisp,Heat Crash,Dragon Hammer,Breaking Swipe
Pansear,10,32,32,Lax,23,6,24,2,27,15,513,513,316,FALSE,16,133,2024-03-18 18:28:03,Mystical Fire,Body Press,Heat Wave,Scary Face
Pansear,9,30,30,Hasty,25,21,21,1,1,29,513,513,316,FALSE,16,127,2023-08-10 15:20:24,Will-O-Wisp,Flame Burst,Dragon Pulse,Spark
Pansear,1,12,12,Rash,29,24,22,0,12,19,513,513,316,FALSE,18,46,2023-08-09 18:21:01,Electroweb,Flame Wheel,Dragon Pulse,Incinerate
Pansear,8,26,26,Timid,8,15,31,13,28,24,513,513,316,FALSE,20,146,2023-04-18 15:38:42,Take Down,Sunny Day,Flame Burst,Circle Throw
Simisear,14,45,45,Calm,6,9,30,7,0,26,514,514,498,FALSE,13,285,2023-07-25 15:04:00,Sunny Day,Shock Wave,Fire Punch,Dragon Rage
Simisear,5,23,23,Bold,10,1,13,18,16,20,514,514,498,FALSE,13,170,2022-12-12 18:33:30,Flamethrower,Submission,Fire Spin,Quick Attack
Simisear,8,30,30,Timid,2,12,18,24,10,16,514,514,498,FALSE,14,226,2024-04-06 17:35:27,Lava Plume,Roar,Will-O-Wisp,Dragon Pulse
Simisear,1,12,12,Timid,6,30,22,15,13,7,514,514,498,FALSE,16,90,2024-03-11 20:57:48,Tail Slap,Flame Charge,Fire Spin,Seismic Toss
Simisear,7,27,27,Lax,6,24,25,16,3,29,514,514,498,FALSE,17,266,2023-08-16 01:20:53,Fire Fang,Shock Wave,Roar,Fire Punch
Simisear,3,17,17,Bashful,8,18,27,4,24,24,514,514,498,FALSE,18,177,2023-06-12 22:06:54,Leer,Will-O-Wisp,Flame Burst,Electroweb
Simisear,15,49,49,Sassy,10,13,22,31,1,29,514,514,498,FALSE,18,401,2024-02-07 15:11:54,Fire Punch,Dynamic Punch,Dragon Claw,Heat Crash
Simisear,1,12,12,Impish,31,9,5,27,15,24,514,514,498,FALSE,19,108,2023-05-13 00:09:14,Submission,Thunder Fang,Incinerate,Heat Crash
Panpour,16,44,44,Mild,18,4,13,3,16,9,515,515,316,FALSE,11,109,2024-04-10 01:50:12,Origin Pulse,Trick Room,Extrasensory,Clamp
Panpour,12,34,34,Calm,5,19,15,31,27,28,515,515,316,FALSE,21,188,2022-05-12 21:40:44,Double Hit,Ice Fang,Bubble Beam,Octazooka
Simipour,8,31,31,Careful,18,25,14,28,13,28,516,516,498,FALSE,21,348,2023-02-03 02:19:43,Surf,Octazooka,Metal Sound,Flash Cannon
Simipour,1,12,12,Careful,27,24,16,29,9,30,516,516,498,FALSE,23,132,2023-04-11 15:23:11,Smart Strike,Aqua Jet,Zen Headbutt,Aqua Tail
Munna,2,15,15,Docile,22,31,18,2,3,12,517,517,292,FALSE,15,49,2023-07-03 23:02:09,Psybeam,Glare,Psywave,Spirit Break
Munna,11,40,40,Calm,23,9,27,25,4,4,517,517,292,FALSE,15,122,2023-02-09 05:04:43,Synchronoise,Guard Swap,Octazooka,Take Down
Munna,7,28,28,Brave,10,7,14,27,25,25,517,517,292,FALSE,18,114,2024-01-09 01:56:41,Barrier,Hex,Heart Stamp,Play Rough
Musharna,13,55,55,Timid,16,11,11,19,1,5,518,518,487,FALSE,11,217,2023-05-15 18:39:36,Baby-Doll Eyes,Psybeam,Octazooka,Extrasensory
Musharna,7,33,33,Mild,0,14,9,29,27,24,518,518,487,FALSE,17,260,2024-02-12 19:42:02,Disarming Voice,Octazooka,Heal Block,Zen Headbutt
Musharna,14,58,58,Gentle,17,15,30,30,18,0,518,518,487,FALSE,18,379,2023-03-01 19:50:16,Double Slap,Psybeam,Extrasensory,Hex
Pidove,4,18,18,Bold,6,24,15,2,9,16,519,519,264,FALSE,12,52,2024-06-05 04:15:57,Chip Away,Punishment,Air Cutter,Scary Face
Pidove,8,28,28,Naive,26,5,15,20,3,11,519,519,264,FALSE,13,82,2022-12-12 18:03:12,Scary Face,Fury Swipes,Low Kick,Acrobatics
Pidove,15,40,40,Brave,6,2,28,4,30,28,519,519,264,FALSE,16,137,2023-06-16 21:07:06,Dragon Hammer,Weather Ball,Air Cutter,Work Up
Tranquill,3,17,17,Mild,28,0,1,29,27,5,520,520,358,FALSE,15,109,2024-05-07 01:53:20,Tickle,Wing Attack,Mind Reader,Revenge
Tranquill,10,33,33,Adamant,9,19,19,18,11,22,520,520,358,FALSE,16,217,2024-05-30 21:30:59,Pluck,Brick Break,Body Slam,Headbutt
Tranquill,3,17,17,Naughty,31,15,17,24,27,2,520,520,358,FALSE,19,141,2023-06-16 18:37:13,Mirror Shot,Air Cutter,Sonic Boom,Growl
Tranquill,13,42,42,Quirky,27,16,17,16,20,26,520,520,358,FALSE,20,309,2022-02-21 21:40:36,Tailwind,Low Kick,Quick Attack,Constrict
Unfezant,5,24,24,Sassy,26,29,9,12,25,25,521,521,488,FALSE,21,270,2023-04-08 01:52:22,Psych Up,Memento,Aerial Ace,Rock Climb
Blitzle,13,37,37,Rash,23,0,19,6,4,6,522,522,295,FALSE,10,84,2022-06-17 17:48:59,Sleep Powder,Spark,Sweet Scent,Electroweb
Blitzle,19,49,49,Hasty,20,0,26,18,18,28,522,522,295,FALSE,18,194,2024-03-21 20:02:25,Drum Beating,Electroweb,Twister,Thunder Wave
Zebstrika,10,36,36,Quiet,17,10,29,6,17,3,523,523,497,FALSE,14,253,2023-07-17 15:33:31,Draining Kiss,Electro Ball,Thunder Fang,Metronome
Zebstrika,12,40,40,Lax,1,18,16,21,17,17,523,523,497,FALSE,15,304,2023-03-15 02:21:09,Branch Poke,Hyper Fang,Thunder Shock,Thunder Punch
Roggenrola,22,58,58,Impish,12,0,19,28,18,6,524,524,280,FALSE,14,149,2024-05-02 03:23:07,Power Gem,Scary Face,Ancient Power,Magnet Rise
Roggenrola,14,41,41,Rash,17,25,15,24,7,15,524,524,280,FALSE,17,148,2023-04-19 13:24:19,Pound,Rock Slide,Spark,Rock Tomb
Boldore,25,71,71,Timid,7,30,2,30,3,7,525,525,390,FALSE,13,302,2024-06-03 18:16:17,Roar,Rock Slide,Will-O-Wisp,Rock Tomb
Boldore,11,39,39,Bashful,28,0,26,0,24,4,525,525,390,FALSE,14,208,2023-03-28 19:06:53,Tail Whip,Rock Tomb,Rock Blast,Flame Charge
Boldore,12,41,41,Docile,23,18,17,25,19,7,525,525,390,FALSE,18,289,2023-07-05 19:47:36,Electro Ball,Power Gem,Ancient Power,Mega Punch
Gigalith,15,53,53,Naughty,23,1,13,22,16,16,526,526,515,FALSE,15,463,2023-01-18 15:33:41,Rock Polish,Rock Tomb,Baton Pass,Ember
Woobat,4,19,19,Naughty,8,6,11,23,9,5,527,527,323,FALSE,10,55,2024-06-04 11:15:52,Stomp,Confuse Ray,Tailwind,Zen Headbutt
Woobat,7,26,26,Quirky,10,31,4,31,2,5,527,527,323,FALSE,14,97,2022-11-08 05:00:41,Sharpen,Charm,Heart Stamp,Hurricane
Woobat,7,27,27,Hasty,17,28,29,6,24,21,527,527,323,FALSE,21,146,2024-06-03 20:45:48,Tickle,Twister,Psybeam,Gust
Woobat,13,41,41,Quirky,16,24,27,19,25,29,527,527,323,FALSE,23,224,2022-02-17 19:55:55,Draining Kiss,Wing Attack,Dream Eater,Noble Roar
Swoobat,3,17,17,Sassy,5,25,2,2,2,1,528,528,425,FALSE,6,53,2023-03-22 01:06:26,Air Cutter,Mach Punch,Psywave,Strength
Swoobat,8,31,31,Mild,29,4,9,15,16,20,528,528,425,FALSE,16,219,2024-06-06 05:31:05,Synchronoise,Force Palm,Pluck,Mega Punch
Swoobat,15,46,46,Careful,7,12,19,16,27,25,528,528,425,FALSE,18,342,2023-04-19 17:23:42,Rolling Kick,Sharpen,Heart Stamp,Dual Wingbeat
Swoobat,3,17,17,Brave,19,31,29,17,18,1,528,528,425,FALSE,19,166,2024-06-06 12:16:06,Wing Attack,Mega Kick,Bullet Punch,Zen Headbutt
Swoobat,2,15,15,Gentle,20,22,11,12,30,31,528,528,425,FALSE,21,148,2023-10-25 02:02:58,Slam,Air Cutter,Bullet Punch,Heart Stamp
Drilbur,4,18,18,Modest,0,12,0,16,3,5,529,529,328,FALSE,6,32,2023-06-10 20:06:50,Sand Attack,Bone Club,Power Gem,Tearful Look
Drilbur,13,40,40,Calm,15,0,20,30,20,29,529,529,328,FALSE,19,185,2023-01-05 22:02:59,Feint Attack,Dark Pulse,Shore Up,High Horsepower
Excadrill,8,36,36,Jolly,15,8,16,6,23,12,530,530,508,FALSE,13,293,2024-04-06 21:36:06,Teeter Dance,Shadow Punch,Mud Bomb,Smart Strike
Excadrill,15,59,59,Serious,10,29,3,20,1,26,530,530,508,FALSE,15,447,2023-07-31 15:34:39,Shadow Sneak,Metal Burst,Mud Shot,Work Up
Audino,11,45,45,Bashful,13,17,16,17,0,0,531,531,445,FALSE,11,182,2022-12-15 19:02:42,Mega Punch,Barrage,Flash,Pursuit
Timburr,6,25,25,Calm,10,24,24,10,0,22,532,532,305,FALSE,15,92,2023-06-22 17:37:29,Low Sweep,Fire Spin,Ice Shard,Body Press
Timburr,12,42,42,Timid,22,15,8,0,23,25,532,532,305,FALSE,16,135,2022-02-22 16:18:25,Body Press,Thunderous Kick,Flame Charge,Mega Kick
Timburr,10,35,35,Calm,7,26,25,4,23,17,532,532,305,FALSE,17,135,2023-06-24 17:52:35,Final Gambit,Revenge,Smelling Salts,Spark
Timburr,12,42,42,Serious,18,9,29,16,9,29,532,532,305,FALSE,18,159,2023-06-21 23:52:18,Volt Switch,Covet,Vital Throw,Vacuum Wave
Gurdurr,15,54,54,Serious,28,0,0,20,16,18,533,533,405,FALSE,14,252,2023-06-24 22:22:34,Fury Attack,Spark,Vacuum Wave,Low Sweep
Gurdurr,4,22,22,Jolly,30,2,8,23,10,30,533,533,405,FALSE,17,163,2023-03-06 23:05:40,Seismic Toss,Growth,Reversal,Shock Wave
Conkeldurr,7,33,33,Serious,22,5,18,0,26,0,534,534,505,FALSE,12,242,2024-03-16 04:58:57,Glaciate,Secret Sword,Incinerate,Revenge
Tympole,11,34,34,Brave,24,1,19,26,26,27,535,535,294,FALSE,21,164,2023-02-21 23:34:51,Steel Wing,Muddy Water,Heart Stamp,Life Dew
Tympole,4,19,19,Impish,28,12,31,24,28,25,535,535,294,FALSE,25,119,2023-06-05 03:55:49,Aqua Jet,Octazooka,Steel Wing,Zen Headbutt
Palpitoad,5,23,23,Gentle,20,26,13,1,24,12,536,536,384,FALSE,16,161,2024-02-14 01:57:04,Scary Face,Feint Attack,Water Gun,Mud Shot
Palpitoad,9,34,34,Impish,26,30,27,3,6,28,536,536,384,FALSE,20,271,2022-08-25 19:11:57,Sing,Aurora Beam,Whirlpool,Scorching Sands
Palpitoad,6,26,26,Lax,19,28,11,21,11,31,536,536,384,FALSE,20,182,2023-12-18 14:26:13,Bulldoze,Aqua Jet,Strength,Vine Whip
Seismitoad,1,13,13,Rash,21,4,25,19,3,17,537,537,509,FALSE,15,115,2023-01-26 21:03:19,Foul Play,Whirlpool,Bone Club,Bind
Throh,1,13,13,Naive,20,16,26,14,13,12,538,538,465,FALSE,17,92,2023-11-09 16:25:05,Aura Sphere,Blaze Kick,Arm Thrust,Dizzy Punch
Throh,12,52,52,Naughty,18,9,18,29,17,10,538,538,465,FALSE,17,319,2022-06-30 15:38:07,Submission,Reversal,Teeter Dance,Ice Shard
Throh,15,62,62,Bashful,13,31,30,5,22,18,538,538,465,FALSE,20,420,2023-06-10 17:51:46,Body Press,Eerie Impulse,Wake-Up Slap,Slam
Sawk,10,37,37,Adamant,29,15,11,4,6,0,539,539,465,FALSE,11,187,2023-06-25 02:07:36,Circle Throw,Rock Climb,Avalanche,Wake-Up Slap
Sawk,7,29,29,Impish,22,3,8,4,11,22,539,539,465,FALSE,12,169,2023-05-30 01:56:01,Heat Crash,Shock Wave,Low Sweep,Counter
Sawk,9,35,35,Naive,28,13,26,7,23,0,539,539,465,FALSE,16,265,2023-04-11 16:52:37,Final Gambit,Fire Fang,Low Kick,Sing
Sawk,14,49,49,Quiet,29,19,29,18,23,18,539,539,465,FALSE,23,464,2023-03-30 17:07:51,Low Sweep,Mach Punch,Flame Wheel,Thunder Punch
Sewaddle,2,14,14,Bold,30,2,7,1,1,16,540,540,310,FALSE,10,34,2022-06-13 16:03:37,Pain Split,Needle Arm,Signal Beam,Snarl
Sewaddle,9,28,28,Rash,16,8,30,12,27,30,540,540,310,FALSE,21,157,2024-02-07 17:27:24,Razor Leaf,Snarl,Take Down,Steamroller
Swadloon,10,31,31,Gentle,4,13,7,8,1,8,541,541,380,FALSE,7,96,2023-03-01 20:35:18,Infestation,Rock Polish,Mega Drain,Sing
Swadloon,22,62,62,Lonely,27,14,26,24,28,15,541,541,380,FALSE,22,469,2024-06-02 02:45:35,Confide,Defend Order,Grass Knot,Sludge
Leavanny,14,46,46,Jolly,8,9,19,26,14,3,542,542,500,FALSE,13,377,2023-03-11 04:06:18,Rock Tomb,Cut,Razor Leaf,Signal Beam
Leavanny,4,20,20,Jolly,1,19,31,24,14,5,542,542,500,FALSE,16,240,2023-06-15 06:22:24,Accelerock,Noble Roar,Bug Bite,Seed Bomb
Venipede,4,16,16,Calm,1,10,10,17,24,17,543,543,260,FALSE,13,56,2023-10-18 22:25:39,Steamroller,Acid Armor,Pain Split,Foul Play
Venipede,4,16,16,Hardy,13,4,1,10,31,20,543,543,260,FALSE,13,56,2022-07-18 15:57:06,Noble Roar,Acid,Flatter,Bug Bite
Venipede,9,25,25,Bashful,12,14,10,27,19,14,543,543,260,FALSE,16,102,2024-05-02 03:52:49,Steamroller,Grav Apple,Poison Tail,Crush Claw
Whirlipede,7,23,23,Hasty,12,31,13,1,20,4,544,544,360,FALSE,14,151,2024-01-19 17:57:04,Pursuit,Slam,String Shot,Toxic
Scolipede,1,12,12,Naive,19,20,18,9,8,12,545,545,485,FALSE,14,106,2024-05-12 02:09:03,Sludge,Screech,Fell Stinger,Mud Bomb
Scolipede,12,37,37,Relaxed,8,9,0,25,28,19,545,545,485,FALSE,15,381,2023-08-22 00:21:34,Eerie Impulse,Clear Smog,Silver Wind,Whirlwind
Scolipede,1,12,12,Brave,30,16,6,10,28,13,545,545,485,FALSE,17,127,2023-10-16 00:25:00,Take Down,Snap Trap,Defend Order,Gunk Shot
Scolipede,4,20,20,Brave,30,3,6,24,16,27,545,545,485,FALSE,18,262,2023-03-27 16:51:45,Sludge,Scary Face,Signal Beam,Bug Bite
Cottonee,8,24,24,Brave,2,15,10,2,5,29,546,546,280,FALSE,11,68,2023-02-07 15:19:11,Comet Punch,Earthquake,Magical Leaf,Play Rough
Cottonee,7,23,23,Hardy,13,9,21,0,7,18,546,546,280,FALSE,11,69,2024-04-10 00:35:12,Cut,Giga Drain,Charm,Heart Stamp
Whimsicott,3,16,16,Modest,2,7,12,3,23,14,547,547,480,FALSE,10,99,2023-03-08 15:51:05,Magical Leaf,Leafage,Play Rough,Pay Day
Whimsicott,7,25,25,Jolly,2,15,4,19,31,28,547,547,480,FALSE,17,246,2024-02-07 14:26:54,Grass Knot,Hyper Fang,Mud Bomb,Strange Steam
Petilil,11,32,32,Serious,15,27,2,22,25,31,548,548,280,FALSE,20,155,2022-01-13 20:48:41,Apple Acid,Poison Fang,Needle Arm,Refresh
Petilil,2,14,14,Sassy,29,20,25,28,8,31,548,548,280,FALSE,24,76,2023-07-25 14:49:07,Stun Spore,Drill Run,Teeter Dance,Sleep Powder
Lilligant,13,42,42,Modest,9,21,6,23,6,27,549,549,480,FALSE,15,312,2023-11-29 03:55:48,Stone Edge,Magical Leaf,Teeter Dance,Vine Whip
Lilligant,13,44,44,Hardy,25,15,9,12,7,25,549,549,480,FALSE,16,316,2024-02-12 14:27:02,Accelerock,Leaf Tornado,Grass Knot,Teeter Dance
Lilligant,5,22,22,Brave,13,17,21,10,30,11,549,549,480,FALSE,17,215,2023-01-26 21:33:25,Absorb,Bone Club,Noble Roar,Trop Kick
Basculin,14,46,46,Bashful,18,8,2,31,23,15,550,550,460,FALSE,16,327,2023-05-01 16:08:59,Life Dew,Smart Strike,Clamp,Headbutt
Basculin,9,33,33,Lonely,22,19,19,21,29,1,550,550,460,FALSE,19,300,2024-02-08 15:42:12,Fury Attack,Ice Beam,Bubble Beam,Sparkling Aria
Basculin,8,30,30,Calm,17,30,16,25,6,30,550,550,460,FALSE,21,316,2024-02-12 00:27:02,Aqua Jet,Hail,Crabhammer,Growth
Sandile,9,29,29,Timid,12,20,3,13,11,22,551,551,292,FALSE,14,97,2022-12-18 06:47:38,Bulldoze,Knock Off,Sludge,Confide
Sandile,8,26,26,Timid,3,18,28,21,22,10,551,551,292,FALSE,17,115,2023-05-17 14:10:04,Grass Knot,Punishment,Bonemerang,Dizzy Punch
Krokorok,5,21,21,Bashful,9,14,17,10,24,18,552,552,351,FALSE,15,141,2023-01-10 14:48:34,Scorching Sands,Accelerock,Snarl,Flail
Krookodile,2,15,15,Sassy,9,16,3,24,17,30,553,553,519,FALSE,17,185,2023-01-03 02:02:51,Darkest Lariat,Bulldoze,Pursuit,Wrap
Darumaka,7,27,27,Timid,7,0,1,31,8,27,554,554,315,FALSE,12,84,2023-02-06 18:03:48,Bind,Rolling Kick,Fire Spin,Flame Burst
Darumaka,14,46,46,Impish,20,2,1,8,13,31,554,554,315,FALSE,13,121,2022-10-20 19:59:57,Harden,Shock Wave,Flame Burst,Flame Charge
Darumaka,6,25,25,Hasty,17,28,0,25,9,0,554,554,315,FALSE,13,83,2023-08-10 16:05:37,Flame Burst,Crush Grip,Incinerate,Thunder Fang
Darumaka,13,42,42,Hasty,10,27,15,21,10,13,554,554,315,FALSE,16,149,2023-08-16 02:51:04,Dragon Tail,Sunny Day,Fire Spin,Dragon Rage
Darumaka,4,20,20,Adamant,10,12,3,25,28,21,554,554,315,FALSE,17,85,2024-03-03 09:24:13,Heat Crash,Wake-Up Slap,Will-O-Wisp,Submission
Darumaka,4,19,19,Hardy,4,22,15,20,11,27,554,554,315,FALSE,17,85,2023-08-18 00:51:57,Eerie Impulse,Vacuum Wave,Sunny Day,Flame Wheel
Darmanitan,9,39,39,Calm,17,27,21,12,14,9,555,555,480,FALSE,17,367,2023-12-13 13:56:22,Thunder Punch,Dynamic Punch,Will-O-Wisp,Blaze Kick
Maractus,6,25,25,Relaxed,10,6,7,15,12,26,556,556,461,FALSE,13,117,2023-07-21 16:33:32,Grass Knot,Tri Attack,Rock Slide,Razor Leaf
Maractus,25,78,78,Timid,25,30,9,6,8,0,556,556,461,FALSE,13,247,2024-05-05 03:08:06,Mega Kick,Acid Armor,Needle Arm,Razor Leaf
Maractus,9,34,34,Impish,20,7,0,24,17,19,556,556,461,FALSE,15,165,2023-01-11 06:17:56,Mega Drain,Rock Tomb,Magical Leaf,Venom Drench
Dwebble,13,36,36,Careful,3,19,26,24,0,10,557,557,325,FALSE,14,132,2023-10-25 14:04:01,Fire Spin,Scary Face,Rock Tomb,Bug Bite
Dwebble,11,33,33,Serious,15,11,28,6,2,25,557,557,325,FALSE,15,128,2023-06-01 14:40:51,Leer,Rock Throw,Crunch,Skitter Smack
Dwebble,14,41,41,Jolly,23,9,29,13,27,4,557,557,325,FALSE,18,175,2023-02-14 07:05:07,Signal Beam,Thunder Punch,Pay Day,Accelerock
Crustle,10,34,34,Sassy,5,10,14,31,19,27,558,558,485,FALSE,18,319,2023-02-07 01:49:05,Egg Bomb,Feint Attack,Rock Tomb,U-turn
Crustle,2,15,15,Bold,12,27,26,9,24,13,558,558,485,FALSE,19,149,2023-05-31 00:40:42,X-Scissor,Mud Shot,Sandstorm,Scary Face
Scraggy,12,34,34,Timid,2,27,10,25,13,5,559,559,348,FALSE,14,135,2023-01-03 23:47:57,Tearful Look,Rolling Kick,Nasty Plot,Coil
Scraggy,14,39,39,Adamant,13,10,23,18,1,27,559,559,348,FALSE,15,164,2023-06-21 17:07:22,Topsy-Turvy,Detect,Glaciate,Endeavor
Scraggy,8,26,26,Impish,5,29,3,31,18,12,559,559,348,FALSE,16,132,2023-06-23 13:08:09,Zing Zap,Dizzy Punch,Low Kick,Bite
Scraggy,13,37,37,Adamant,9,11,17,18,23,25,559,559,348,FALSE,17,177,2023-06-23 11:37:59,Whirlwind,Seismic Toss,Spark,Payback
Scraggy,5,20,20,Calm,5,21,23,12,27,20,559,559,348,FALSE,18,115,2023-11-01 11:55:14,Foul Play,Scary Face,Seismic Toss,Thunder Punch
Scraggy,7,26,26,Brave,30,9,16,28,18,18,559,559,348,FALSE,20,150,2023-06-22 23:52:39,Thief,Thunder Wave,Crush Grip,Body Press
Scrafty,14,43,43,Rash,11,3,19,3,18,17,560,560,488,FALSE,12,254,2023-11-13 15:10:23,Knock Off,Revenge,Harden,Thunder Wave
Scrafty,2,14,14,Jolly,8,27,28,1,22,15,560,560,488,FALSE,17,136,2022-08-21 11:26:02,Submission,Weather Ball,Feint Attack,Flame Wheel
Scrafty,5,22,22,Docile,15,22,16,27,17,22,560,560,488,FALSE,20,255,2023-05-29 17:25:35,Dark Pulse,Spark,Reversal,Hyper Fang
Sigilyph,11,37,37,Impish,5,18,5,2,7,14,561,561,490,FALSE,9,162,2023-12-11 14:41:03,Force Palm,Aerial Ace,Light Screen,Slam
